Sr.No,District,Taluka,College Name,University,College Type,Course Name,Course Type,Is Professional,Course (Aided / Unaided),Course Duration (In months),Course Category
25988,Parbhani,Purna,BALKRISHNA JR COLLEGE ERENDESHWAR,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
25989,Parbhani,Purna,BALKRISHNA JR COLLEGE ERENDESHWAR,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
25990,Parbhani,Purna,BALKRISHNA JR COLLEGE ERENDESHWAR,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
25991,Parbhani,Purna,RAJARSHRI SHAHU JR COLLEGE AHERWADI,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
25992,Parbhani,Purna,RAJARSHRI SHAHU JR COLLEGE AHERWADI,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
25993,Parbhani,Purna,SANT GADGE BABA JR. COLLEGE ERANDESHWAR,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
25994,Parbhani,Purna,SANT GADGE BABA JR. COLLEGE ERANDESHWAR,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
25995,Parbhani,Purna,SANT GADGE BABA JR. COLLEGE ERANDESHWAR,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
25996,Parbhani,Purna,SANT GADGE BABA JR. COLLEGE ERANDESHWAR,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
25997,Chandrapur,Ballarpur,"MAROTI JR. COLLEGE, KOTHARI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
25998,Chandrapur,Ballarpur,"MAROTI JR. COLLEGE, KOTHARI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
25999,Chandrapur,Ballarpur,"MAROTI JR. COLLEGE, KOTHARI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26000,Chandrapur,Ballarpur,"MAROTI JR. COLLEGE, KOTHARI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26001,Beed,Shirur (Kasar),SARSWATI JR COLLEGE GHOGHAS PARGAON,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26002,Beed,Shirur (Kasar),SARSWATI JR COLLEGE GHOGHAS PARGAON,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
26003,Ahmednagar,Jamkhed,"Ratnadeep Jr.College of Arts,Science & Commerce Jamkhed(Ratnapur)Tal.Jamkhed Dist.Ahmednagar",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
26004,Ahmednagar,Jamkhed,"Ratnadeep Jr.College of Arts,Science & Commerce Jamkhed(Ratnapur)Tal.Jamkhed Dist.Ahmednagar",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26005,Ahmednagar,Jamkhed,"Ratnadeep Jr.College of Arts,Science & Commerce Jamkhed(Ratnapur)Tal.Jamkhed Dist.Ahmednagar",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Commerce
26006,Ahmednagar,Jamkhed,"Ratnadeep Jr.College of Arts,Science & Commerce Jamkhed(Ratnapur)Tal.Jamkhed Dist.Ahmednagar",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26007,Ahmednagar,Jamkhed,"Ratnadeep Jr.College of Arts,Science & Commerce Jamkhed(Ratnapur)Tal.Jamkhed Dist.Ahmednagar",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26008,Ahmednagar,Jamkhed,"Ratnadeep Jr.College of Arts,Science & Commerce Jamkhed(Ratnapur)Tal.Jamkhed Dist.Ahmednagar",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Commerce
26009,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,ELECTRONICS TECHNOLOGY,Vocational Course,Non-Professional Course,Aided,24,Other
26010,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26011,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26012,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Vocational,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Other
26013,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Vocational,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Other
26014,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26015,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,LOGISTICS AND MATERIAL MANAGEMENT,Vocational Course,Non-Professional Course,Aided,24,Other
26016,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,MEDICAL LABORATORY TECHNICIAN,Vocational Course,Non-Professional Course,Aided,24,Other
26017,Ahmednagar,Jamkhed,SHRI CHHATRAPATI JR. COLLEGE KHARDA,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
26018,Sangli,Tasgaon,"PADMABUSHAN. DR. VASANTRAODADAPATIL COLLEGE. TASGAON , DIST. SANGLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Arts
26019,Sangli,Tasgaon,"PADMABUSHAN. DR. VASANTRAODADAPATIL COLLEGE. TASGAON , DIST. SANGLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Science
26020,Sangli,Tasgaon,"PADMABUSHAN. DR. VASANTRAODADAPATIL COLLEGE. TASGAON , DIST. SANGLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Commerce
26021,Sangli,Tasgaon,"PADMABUSHAN. DR. VASANTRAODADAPATIL COLLEGE. TASGAON , DIST. SANGLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,Aided,12,Commerce
26022,Sangli,Tasgaon,"PADMABUSHAN. DR. VASANTRAODADAPATIL COLLEGE. TASGAON , DIST. SANGLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Science,H.S.C. (12 Std),Non-Professional Course,Aided,12,Science
26023,Sangli,Tasgaon,"PADMABUSHAN. DR. VASANTRAODADAPATIL COLLEGE. TASGAON , DIST. SANGLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Arts,H.S.C. (12 Std),Non-Professional Course,Aided,12,Arts
26024,Pune,Haveli,HIRAMAN BANKAR JR. COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Composite,H.S.C. (12 Std),Non-Professional Course,Aided,12,Other
26025,Pune,Haveli,HIRAMAN BANKAR JR. COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Composite,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Other
26026,Pune,Haveli,PUSHPADEVI DUGAD JR. COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26027,Pune,Haveli,PUSHPADEVI DUGAD JR. COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Commerce
26028,Pune,Haveli,PUSHPADEVI DUGAD JR. COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26029,Pune,Haveli,PUSHPADEVI DUGAD JR. COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Commerce
26030,Pune,Haveli,ROSELAND SCHOOL AND JR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26031,Pune,Haveli,ROSELAND SCHOOL AND JR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26032,Akola,Barshitakli,"MANOHAR NAIK JUNIOR COLLEGE,MAHAN TQ.BARSHITAKLI DIST.AKOLA PIN.444401",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26033,Akola,Barshitakli,"MANOHAR NAIK JUNIOR COLLEGE,MAHAN TQ.BARSHITAKLI DIST.AKOLA PIN.444401",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26034,Akola,Barshitakli,"MANOHAR NAIK JUNIOR COLLEGE,MAHAN TQ.BARSHITAKLI DIST.AKOLA PIN.444401",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
26035,Akola,Barshitakli,"MANOHAR NAIK JUNIOR COLLEGE,MAHAN TQ.BARSHITAKLI DIST.AKOLA PIN.444401",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26036,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,M.A. (Marathi),Post Graduate Course,Non-Professional Course,UnAided,24,Arts
26037,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,M.A. English,Post Graduate Course,Non-Professional Course,UnAided,24,Arts
26038,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,B.A.,Under Graduate Course,Non-Professional Course,UnAided,36,Arts
26039,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,M.A. (Economics),Post Graduate Course,Non-Professional Course,UnAided,24,Arts
26040,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,B.Com. (Accounting and Finance),Under Graduate Course,Non-Professional Course,UnAided,36,Commerce
26041,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,B.Sc.,Under Graduate Course,Non-Professional Course,UnAided,36,Science
26042,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,M.A. (Hindi),Post Graduate Course,Non-Professional Course,UnAided,24,Arts
26043,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,M.Com. (Accountancy),Post Graduate Course,Non-Professional Course,UnAided,24,Commerce
26044,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Commerce
26045,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Science,H.S.C. (12 Std),Non-Professional Course,Aided,12,Science
26046,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Arts,H.S.C. (12 Std),Non-Professional Course,Aided,12,Arts
26047,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,Aided,12,Commerce
26048,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Composite,H.S.C. (12 Std),Non-Professional Course,Aided,12,Other
26049,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Arts
26050,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Vocational,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Other
26051,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Science
26052,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Composite,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Other
26053,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Vocational,H.S.C. (12 Std),Non-Professional Course,Aided,12,Other
26054,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,B.Com.,Under Graduate Course,Non-Professional Course,UnAided,36,Commerce
26055,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,B.Sc. (Computer Science),Under Graduate Course,Non-Professional Course,UnAided,36,Science
26056,Sindhudurg,Kankavli,"KANKAVLI COLLEGE, KANKAVLI",MUMBAI UNIVERSITY,Aided,M.A. (History),Post Graduate Course,Non-Professional Course,UnAided,24,Arts
26057,Thane,Bhiwandi,NUTAN HINDI HIGH SCHOOLS JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Commerce
26058,Thane,Bhiwandi,NUTAN HINDI HIGH SCHOOLS JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26059,Thane,Bhiwandi,NUTAN HINDI HIGH SCHOOLS JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26060,Thane,Bhiwandi,NUTAN HINDI HIGH SCHOOLS JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Commerce
26061,Thane,Bhiwandi,NUTAN HINDI HIGH SCHOOLS JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
26062,Thane,Bhiwandi,NUTAN HINDI HIGH SCHOOLS JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26063,Thane,Bhiwandi,YASH JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26064,Thane,Bhiwandi,YASH JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
26065,Thane,Bhiwandi,YASH JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Commerce
26066,Thane,Bhiwandi,YASH JUNIOR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Commerce
26067,Pune,Pune City,ROSARY HIGHER SECONDARY SCHOOL,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Commerce
26068,Pune,Pune City,ROSARY HIGHER SECONDARY SCHOOL,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26069,Pune,Pune City,ROSARY HIGHER SECONDARY SCHOOL,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Commerce
26070,Pune,Pune City,ROSARY HIGHER SECONDARY SCHOOL,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26071,Yavatmal,Maregaon,"B D P JR COLLEGE , PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Commerce
26072,Yavatmal,Maregaon,"B D P JR COLLEGE , PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,Aided,12,Commerce
26073,Yavatmal,Maregaon,"B D P JR COLLEGE , PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Arts,H.S.C. (12 Std),Non-Professional Course,Aided,12,Arts
26074,Yavatmal,Maregaon,"B D P JR COLLEGE , PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Arts
26075,Yavatmal,Maregaon,"SHIVRAMJI MOGHE ART, COMM & SCI JR COLLEGE, PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26076,Yavatmal,Maregaon,"SHIVRAMJI MOGHE ART, COMM & SCI JR COLLEGE, PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Composite,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Other
26077,Yavatmal,Maregaon,"SHIVRAMJI MOGHE ART, COMM & SCI JR COLLEGE, PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Composite,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Other
26078,Yavatmal,Maregaon,"SHIVRAMJI MOGHE ART, COMM & SCI JR COLLEGE, PANDHARKAWADA",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26079,Gondiya,Sadak-Arjuni,LT S MASKE JR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
26080,Gondiya,Sadak-Arjuni,LT S MASKE JR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Science,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Science
26081,Gondiya,Sadak-Arjuni,LT S MASKE JR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Arts
26082,Gondiya,Sadak-Arjuni,LT S MASKE JR COLLEGE,MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Science
26083,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Science,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Science
26084,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Arts,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Arts
26085,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Vocational,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Other
26086,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Vocational,H.S.C. (12 Std),Non-Professional Course,Aided,12,Other
26087,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Science,H.S.C. (12 Std),Non-Professional Course,Aided,12,Science
26088,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Arts,H.S.C. (12 Std),Non-Professional Course,Aided,12,Arts
26089,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,Aided,12,Commerce
26090,Ratnagiri,Chiplun,"D.B.J.MAHAVIDYALAYA,CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,Aided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,Aided,12,Commerce
26091,Ratnagiri,Chiplun,"MATA RAMAI AMBEDKAR JUNIOR COLLAGE, KALAMBASTE - CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,11th Commerce,F.Y.J.C. (11 Std),Non-Professional Course,UnAided,12,Commerce
26092,Ratnagiri,Chiplun,"MATA RAMAI AMBEDKAR JUNIOR COLLAGE, KALAMBASTE - CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Commerce,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Commerce
26093,Ratnagiri,Chiplun,"MATA RAMAI AMBEDKAR JUNIOR COLLAGE, KALAMBASTE - CHIPLUN",MAHARASHTRA STATE BOARD OF SECONDARY AND HIGHER SECONDARY EDUCATION,NonAided,12th Arts,H.S.C. (12 Std),Non-Professional Course,UnAided,12,Arts
