Sr.No,District,Taluka,College Name,University,College Type,Course Name,Course Type,Is Professional,Course (Aided / Unaided),Course Duration (In months),Course Category
1,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Computer Science and Engineering,Post Graduate Course,Professional Course,Aided,24,Engineering
2,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Electrical Power System,Post Graduate Course,Professional Course,Aided,24,Engineering
3,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Thermal Power Engineering,Post Graduate Course,Professional Course,Aided,24,Engineering
4,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Engineering (B. E.) - Information Technology,Under Graduate Course,Professional Course,Aided,48,Engineering
5,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Engineering (B. E.) - Electrical Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
6,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Engineering (B. E.) - Instrumentation Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
7,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Geo Technical Engineering,Post Graduate Course,Professional Course,Aided,24,Engineering
8,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Production Engineering,Post Graduate Course,Professional Course,Aided,24,Engineering
9,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Engineering (B. E.) - Electronics and Telecommunication Engg,Under Graduate Course,Professional Course,Aided,48,Engineering
10,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Environmental Engineering,Post Graduate Course,Professional Course,Aided,24,Engineering
11,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Advanced Electronics,Post Graduate Course,Professional Course,Aided,24,Engineering
12,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Electrical and Power Engineering,Post Graduate Course,Professional Course,Aided,24,Engineering
13,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Electronic System and Communication,Post Graduate Course,Professional Course,Aided,24,Engineering
14,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Engineering (B. E.) - Computer Science and Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
15,Amravati,Amravati,"Government College of Engineering, Amravati",DEEMED UNIVERSITY,Government,Post H.S.C. Diploma in H.M.C.T. - Hotel Management and Catering Technology,Diploma Course,Professional Course,UnAided,36,Hotel Management and Catering
16,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Engineering (M. E.) - Structural Engineering,Post Graduate Course,Professional Course,Aided,24,Engineering
17,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Engineering (B. E.) - Civil Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
18,Amravati,Amravati,"Government College of Engineering, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Engineering (B. E.) - Mechanical Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
19,Amravati,Amravati,"Government College of Pharmacy, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Pharmacy - Pharmacognosy and Physochemistry,Post Graduate Course,Professional Course,UnAided,24,Pharmacy
20,Amravati,Amravati,"Government College of Pharmacy, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Master of Pharmacy - Quality Assurance,Post Graduate Course,Professional Course,UnAided,24,Pharmacy
21,Amravati,Amravati,"Government College of Pharmacy, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Bachelor of Pharmacy - Pharmacy,Under Graduate Course,Professional Course,UnAided,48,Pharmacy
22,Amravati,Amravati,"Government College of Pharmacy, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Government,Pharma D - Pharm D ( Doctor of Pharmacy),Post Graduate Course,Professional Course,UnAided,72,Pharmacy
23,Amravati,Amravati,"Sant Gadge Baba Amravati University,Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,University Department,Master of Engineering (M. E.) - Computer Science and Information Technology,Post Graduate Course,Professional Course,Aided,24,Engineering
24,Amravati,Amravati,"Sant Gadge Baba Amravati University,Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,University Department,Bachelor of Technology (B. Tech.) - Chemical Technology,Under Graduate Course,Professional Course,Aided,48,Engineering
25,Amravati,Amravati,"Sant Gadge Baba Amravati University,Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,University Department,M. B. A.,Post Graduate Course,Professional Course,Aided,24,Management
26,Amravati,Amravati,"Sant Gadge Baba Amravati University,Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,University Department,Master in Computer Application,Post Graduate Course,Professional Course,Aided,36,MCA
27,Akola,Murtijapur,"Government Polytechnic, Murtijapur","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,Aided,36,Engineering
28,Akola,Murtijapur,"Government Polytechnic, Murtijapur","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Information Technology,Diploma Course,Professional Course,Aided,36,Engineering
29,Akola,Murtijapur,"Government Polytechnic, Murtijapur","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electrical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
30,Akola,Murtijapur,"Government Polytechnic, Murtijapur","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Mechanical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
31,Amravati,Amravati,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government-Aided,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
32,Amravati,Amravati,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government-Aided,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics Engineering,Diploma Course,Professional Course,Aided,36,Engineering
33,Amravati,Amravati,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government-Aided,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,Aided,36,Engineering
34,Amravati,Amravati,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government-Aided,Post S.S.C. Diploma in Engineering (Polytechnics) - Information Technology,Diploma Course,Professional Course,UnAided,36,Engineering
35,Amravati,Amravati,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government-Aided,Post S.S.C. Diploma in Engineering (Polytechnics) - Civil and Rural Engineering,Diploma Course,Professional Course,Aided,36,Engineering
36,Amravati,Amravati,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government-Aided,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
37,Amravati,Amravati,"Government Polytechnic, Amravati",AUTONOMUS INSTITUTE OF GOVERNMENT OF MAHARASHTRA,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Plastic and Polymer Engineering,Diploma Course,Professional Course,Aided,36,Engineering
38,Amravati,Amravati,"Government Polytechnic, Amravati",AUTONOMOUS INSTITUTE,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Mechanical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
39,Amravati,Amravati,"Government Polytechnic, Amravati",AUTONOMUS INSTITUTE OF GOVERNMENT OF MAHARASHTRA,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics and Telecommunication Engg,Diploma Course,Professional Course,Aided,36,Engineering
40,Amravati,Amravati,"Government Polytechnic, Amravati",AUTONOMUS INSTITUTE OF GOVERNMENT OF MAHARASHTRA,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Information Technology,Diploma Course,Professional Course,Aided,36,Engineering
41,Amravati,Amravati,"Government Polytechnic, Amravati",AUTONOMUS INSTITUTE OF GOVERNMENT OF MAHARASHTRA,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electrical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
42,Amravati,Amravati,"Government Polytechnic, Amravati","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post H.S.C. Diploma in Pharmacy (D. Pharm.) - Pharmacy,Diploma Course,Professional Course,Aided,24,Pharmacy
43,Amravati,Amravati,"Government Polytechnic, Amravati",AUTONOMUS INSTITUTE OF GOVERNMENT OF MAHARASHTRA,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Civil Engineering,Diploma Course,Professional Course,Aided,36,Engineering
44,Amravati,Amravati,"Government Polytechnic, Amravati",AUTONOMUS INSTITUTE OF GOVERNMENT OF MAHARASHTRA,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,Aided,36,Engineering
45,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics and Communication Engineering,Diploma Course,Professional Course,Aided,36,Engineering
46,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,Aided,36,Engineering
47,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electrical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
48,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Mechanical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
49,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
50,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electrical Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
51,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Civil Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
52,Buldana,Khamgaon,"Government Polytechnic, Khamgaon",NORTH MAHARASHTRA UNIVERSITY,Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Administration Services,Diploma Course,Professional Course,UnAided,36,Engineering
53,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Civil Engineering,Diploma Course,Professional Course,Aided,36,Engineering
54,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics and Communication Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
55,Buldana,Khamgaon,"Government Polytechnic, Khamgaon","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Mechanical Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
56,Washim,Washim,GOVERNMENT POLYTECHNIC WASHIM,"MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Mechanical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
57,Washim,Washim,GOVERNMENT POLYTECHNIC WASHIM,"MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Civil Engineering,Diploma Course,Professional Course,Aided,36,Engineering
58,Washim,Washim,GOVERNMENT POLYTECHNIC WASHIM,"MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics and Telecommunication Engg,Diploma Course,Professional Course,Aided,36,Engineering
59,Washim,Washim,GOVERNMENT POLYTECHNIC WASHIM,"MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Automobile Engineering,Diploma Course,Professional Course,Aided,36,Engineering
60,Washim,Washim,GOVERNMENT POLYTECHNIC WASHIM,"MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Information Technology,Diploma Course,Professional Course,Aided,36,Engineering
61,Washim,Washim,GOVERNMENT POLYTECHNIC WASHIM,"MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electrical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
62,Yavatmal,Yavatmal,"Government Polytechnic, Yavatmal","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,Aided,36,Engineering
63,Yavatmal,Yavatmal,"Government Polytechnic, Yavatmal","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Information Technology,Diploma Course,Professional Course,Aided,36,Engineering
64,Yavatmal,Yavatmal,"Government Polytechnic, Yavatmal","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics and Telecommunication Engg,Diploma Course,Professional Course,Aided,36,Engineering
65,Yavatmal,Yavatmal,"Government Polytechnic, Yavatmal","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Dress Designing and Garment Manufacturing,Diploma Course,Professional Course,Aided,36,Engineering
66,Yavatmal,Yavatmal,"Government Polytechnic, Yavatmal","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Instrumentation Engineering,Diploma Course,Professional Course,Aided,36,Engineering
67,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Mechanical Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
68,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Chemical Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
69,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Computer Engineering,Diploma Course,Professional Course,Aided,36,Engineering
70,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Information Technology,Diploma Course,Professional Course,UnAided,36,Engineering
71,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electrical Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
72,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics and Telecommunication Engg,Diploma Course,Professional Course,Aided,36,Engineering
73,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Dress Designing and Garment Manufacturing,Diploma Course,Professional Course,UnAided,36,Engineering
74,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Electrical Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
75,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Civil Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
76,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electronics and Telecommunication Engg,Diploma Course,Professional Course,UnAided,36,Engineering
77,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Electronics and Telecommunication Engg,Under Graduate Course,Professional Course,Aided,48,Engineering
78,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Mechanical Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
79,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Electrical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
80,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Chemical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
81,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Instrumentation Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
82,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Mechanical Engineering,Diploma Course,Professional Course,UnAided,36,Engineering
83,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Civil Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
84,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Computer Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
85,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Electronics and Telecommunication Engg,Under Graduate Course,Professional Course,UnAided,48,Engineering
86,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Civil Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
87,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old",DR. B.A.T. UNIVERSITY,Government,Bachelor of Technology (B. Tech.) - Computer Engineering,Under Graduate Course,Professional Course,Aided,48,Engineering
88,Yavatmal,Yavatmal,"Government College of Engineering Yavatmal and Government Polytechnic, Yavatmal old","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government,Post S.S.C. Diploma in Engineering (Polytechnics) - Mechanical Engineering,Diploma Course,Professional Course,Aided,36,Engineering
89,Akola,Akola,"Geetadevi Khandelwal Institute of Pharmacy, Akola","MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION, MUMBAI",Government-Aided,Post H.S.C. Diploma in Pharmacy (D. Pharm.) - Pharmacy,Diploma Course,Professional Course,UnAided,24,Pharmacy
90,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - Computer Engineering,Post Graduate Course,Professional Course,UnAided,24,Engineering
91,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,M. B. A.,Post Graduate Course,Professional Course,UnAided,24,Management
92,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Bachelor of Engineering (B. E.) - Mechanical Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
93,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - Electrical Power System,Post Graduate Course,Professional Course,UnAided,24,Engineering
94,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Bachelor of Engineering (B. E.) - Information Technology,Under Graduate Course,Professional Course,UnAided,48,Engineering
95,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - Digital Electronics,Post Graduate Course,Professional Course,UnAided,24,Engineering
96,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - Advanced Mfg & Mechanical System design,Post Graduate Course,Professional Course,UnAided,24,Engineering
97,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Bachelor of Engineering (B. E.) - Electronics and Telecommunication Engg,Under Graduate Course,Professional Course,UnAided,48,Engineering
98,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Bachelor of Engineering (B. E.) - Electrical Engg[Electronics and Power],Under Graduate Course,Professional Course,UnAided,48,Engineering
99,Buldana,Shegaon,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Bachelor of Engineering (B. E.) - Computer Science and Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
100,Amravati,Amravati,"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master in Computer Application,Post Graduate Course,Professional Course,UnAided,36,MCA
101,Amravati,Amravati,"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,M. B. A.,Post Graduate Course,Professional Course,UnAided,24,Management
102,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,M. B. A.,Post Graduate Course,Professional Course,UnAided,24,Management
103,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - Structural Engineering,Post Graduate Course,Professional Course,UnAided,24,Engineering
104,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - Production Technology and Management,Post Graduate Course,Professional Course,UnAided,24,Engineering
105,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - Computer Engineering,Post Graduate Course,Professional Course,UnAided,24,Engineering
106,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Bachelor of Engineering (B. E.) - Civil Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
107,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Bachelor of Engineering (B. E.) - Mechanical Engineering,Under Graduate Course,Professional Course,UnAided,48,Engineering
108,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master in Computer Application,Post Graduate Course,Professional Course,UnAided,36,MCA
109,Amravati,Amravati,"Prof. Ram Meghe Institute of Technology & Research, Amravati",SANT GADGE BABA AMRAVATI UNIVERSITY,Un-Aided,Master of Engineering (M. E.) - CAD-CAM,Post Graduate Course,Professional Course,UnAided,24,Engineering
