Institute Code,Institute Name,Course Code,Branch / Course,Seat Type,Merit No.,MHT-CET Percentile,Percentile Band,Round,Year
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301224510,Computer Engineering,GOPENS,103,99.9522882,,CAP Round I,2025
16006,COEP Technological University,1600624210,Computer Science and Engineering,GOPENS,243,99.8985029,,CAP Round I,2025
3215,"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",321524210,Computer Science and Engineering,GOPENS,504,99.8014629,,CAP Round I,2025
6271,Pune Institute of Computer Technology,627124510,Computer Engineering,GOPENS,791,99.7116474,,CAP Round I,2025
3199,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",319924510,Computer Engineering,GOPENS,1584,99.486004,,CAP Round I,2025
6007,"Walchand College of Engineering, Sangli",600724210,Computer Science and Engineering,GOPENS,1766,99.4348894,,CAP Round I,2025
6273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",627324510,Computer Engineering,GOPENS,3505,98.9469989,,CAP Round I,2025
3182,"Thadomal Shahani Engineering College, Bandra, Mumbai",318224510,Computer Engineering,GOPENH,3583,98.9251126,,CAP Round I,2025
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",617524510,Computer Engineering,GOPENS,3584,98.9251126,,CAP Round I,2025
3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",318524510,Computer Engineering,GOPENS,5602,98.3694715,,CAP Round I,2025
6274,"PVG's College of Engineering, Technology & Management",627424510,Computer Engineering,GOPENS,7676,97.7924183,,CAP Round I,2025
6272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",627224510,Computer Engineering,GOPENS,7698,97.7821243,,CAP Round I,2025
3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",318424510,Computer Engineering,GOPENS,7927,97.7282912,,CAP Round I,2025
6005,"Government College of Engineering, Karad",600524610,Information Technology,GOPENS,8518,97.5490028,,CAP Round I,2025
3139,"Vidyalankar Institute of Technology,Wadala, Mumbai",313924510,Computer Engineering,GOPENS,8692,97.5051096,,CAP Round I,2025
2008,"Government College of Engineering, Chhatrapati Sambhajinagar",200824210,Computer Science and Engineering,GOPENS,8780,97.488382,,CAP Round I,2025
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,GOPENS,9196,97.3737374,,CAP Round I,2025
6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",627824510,Computer Engineering,GOPENS,10020,97.1220006,,CAP Round I,2025
6822,"Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",682224510,Computer Engineering,GOPENS,10473,96.9871419,,CAP Round I,2025
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",317624510,Computer Engineering,GOPENS,10514,96.9753065,,CAP Round I,2025
6754,"International Institute of Information Technology (I²IT), Pune.",675424510,Computer Engineering,GOPENS,10532,96.9753065,,CAP Round I,2025
3197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",319724510,Computer Engineering,GOPENS,10570,96.972028,,CAP Round I,2025
6141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",614124510,Computer Engineering,GOPENS,10568,96.972028,,CAP Round I,2025
6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",628224510,Computer Engineering,GOPENS,11271,96.7783105,,CAP Round I,2025
4025,"Government College of Engineering, Nagpur",402524210,Computer Science and Engineering,GOPENH,11471,96.6904701,,CAP Round I,2025
6207,"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",620724510,Computer Engineering,GOPENH,11516,96.684051,,CAP Round I,2025
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202024210,Computer Science and Engineering,GOPENS,12480,96.4091902,,CAP Round I,2025
6146,"MIT Academy of Engineering,Alandi, Pune",614624510,Computer Engineering,GOPENS,13453,96.1512986,,CAP Round I,2025
5121,"K. K. Wagh Institute of Engineering Education and Research, Nashik",512124510,Computer Engineering,GOPENS,14282,95.8806117,,CAP Round I,2025
6156,"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",615624510,Computer Engineering,GOPENS,14711,95.7809758,,CAP Round I,2025
3135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",313524510,Computer Engineering,GOPENH,14852,95.7427005,,CAP Round I,2025
6267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",626724210,Computer Science and Engineering,GOPENS,15210,95.6308893,,CAP Round I,2025
6139,"Progressive Education Society's Modern College of Engineering, Pune",613924510,Computer Engineering,GOPENS,15515,95.5703402,,CAP Round I,2025
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",321124510,Computer Engineering,GOPENS,15568,95.5372663,,CAP Round I,2025
3208,"Don Bosco Institute of Technology, Mumbai",320824510,Computer Engineering,GOPENS,15788,95.4290064,,CAP Round I,2025
6004,"Government College of Engineering & Research, Avasari Khurd",600424510,Computer Engineering,GOPENH,16217,95.3167947,,CAP Round I,2025
4167,"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",416724210,Computer Science and Engineering,GOPENS,16266,95.3083376,,CAP Round I,2025
3204,"St. Francis Institute of Technology,Borivali, Mumbai",320424510,Computer Engineering,GOPENS,16904,95.1229826,,CAP Round I,2025
3214,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",321424510,Computer Engineering,GOPENS,16882,95.1229826,,CAP Round I,2025
6177,"Sinhgad College of Engineering, Vadgaon (BK), Pune",617724510,Computer Engineering,GOPENH,19108,94.4922123,,CAP Round I,2025
3203,"Atharva College of Engineering,Malad(West),Mumbai",320324510,Computer Engineering,GOPENH,19703,94.294414,,CAP Round I,2025
3143,"Thakur Shyamnarayan Engineering College, Mumbai",314324510,Computer Engineering,GOPENH,19923,94.25259,,CAP Round I,2025
3189,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",318924510,Computer Engineering,GOPENH,20603,94.0,,CAP Round I,2025
3148,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",314824510,Computer Engineering,GOPENS,20705,93.9899228,,CAP Round I,2025
6281,"Modern Education Society's Wadia College of Engineering, Pune",628124510,Computer Engineering,GOPENH,20846,93.9463602,,CAP Round I,2025
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,GOPENH,21071,93.884935,,CAP Round I,2025
6796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",679624510,Computer Engineering,GOPENH,21076,93.884935,,CAP Round I,2025
5160,"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",516024510,Computer Engineering,GOPENS,21863,93.6678322,,CAP Round I,2025
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",621424510,Computer Engineering,GOPENS,22223,93.5366917,,CAP Round I,2025
3207,"Mahatma Education Society's Pillai College of Engineering, New Panvel",320724510,Computer Engineering,GOPENS,22387,93.515499,,CAP Round I,2025
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,GOPENS,37591,88.9550679,80-89.99,CAP Round I,2025
1002,"Government College of Engineering, Amravati",100224610,Information Technology,GOPENS,12891,96.3316055,95-98.99,CAP Round I,2025
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,GOPENS,28037,91.7521019,90-94.99,CAP Round I,2025
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,GOPENS,17151,95.0636221,95-98.99,CAP Round I,2025
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,GOPENS,45626,86.4120225,80-89.99,CAP Round I,2025
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,GOPENS,34406,89.861767,80-89.99,CAP Round I,2025
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,GOPENH,23654,93.615548,90-94.99,CAP Round I,2025
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,GOPENH,176548,25.4741362,Below 80,CAP Round I,2025
1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,GOPENH,181659,22.0346747,Below 80,CAP Round I,2025
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,GOPENH,138268,49.7291102,Below 80,CAP Round I,2025
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,GOPENH,85001,73.4354379,Below 80,CAP Round I,2025
1012,"Government College of Engineering,Yavatmal",101224510,Computer Engineering,GOPENH,48096,85.6421968,80-89.99,CAP Round I,2025
1012,"Government College of Engineering,Yavatmal",101229310,Electrical Engineering,GOPENH,75325,76.8955509,Below 80,CAP Round I,2025
1012,"Government College of Engineering,Yavatmal",101237210,Electronics and Telecommunication Engg,GOPENH,62199,81.1295102,80-89.99,CAP Round I,2025
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,GOPENH,82911,73.7482517,Below 80,CAP Round I,2025
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124610,Information Technology,GOPENH,25746,92.4545035,90-94.99,CAP Round I,2025
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110135610,Electrical Engg[Electronics and Power],GOPENH,46927,85.9646097,80-89.99,CAP Round I,2025
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110137210,Electronics and Telecommunication Engg,GOPENH,35619,89.51289,80-89.99,CAP Round I,2025
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110161210,Mechanical Engineering,GOPENH,58590,82.3322294,80-89.99,CAP Round I,2025
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110519110,Civil Engineering,GOPENS,98203,68.2382408,Below 80,CAP Round I,2025
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,Computer Science and Engineering,GOPENS,31723,90.6674583,90-94.99,CAP Round I,2025
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,Information Technology,GOPENS,44673,86.6827486,80-89.99,CAP Round I,2025
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110526310,Artificial Intelligence (AI) and Data Science,GOPENS,48356,85.5729148,80-89.99,CAP Round I,2025
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110526710,Computer Science and Engineering (IoT),GOPENS,60994,81.5804905,80-89.99,CAP Round I,2025
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,Electronics and Telecommunication Engg,GOPENS,60499,81.6453226,80-89.99,CAP Round I,2025
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110561210,Mechanical Engineering,GOPENS,93004,70.2628092,Below 80,CAP Round I,2025
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110719110,Civil Engineering,GOPENS,97944,68.3753318,Below 80,CAP Round I,2025
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110724210,Computer Science and Engineering,GOPENS,45905,86.3462208,80-89.99,CAP Round I,2025
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110729310,Electrical Engineering,GOPENS,78714,75.4048881,Below 80,CAP Round I,2025
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110737210,Electronics and Telecommunication Engg,GOPENS,67476,79.6033896,Below 80,CAP Round I,2025
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110761210,Mechanical Engineering,GOPENS,93738,69.8941051,Below 80,CAP Round I,2025
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENS,67886,79.3730892,Below 80,CAP Round I,2025
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110799510,Artificial Intelligence and Data Science,GOPENS,61998,81.1324174,80-89.99,CAP Round I,2025
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111419110,Civil Engineering,GOPENS,107307,64.3453843,Below 80,CAP Round I,2025
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111424210,Computer Science and Engineering,GOPENS,51570,84.5627208,80-89.99,CAP Round I,2025
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111424610,Information Technology,GOPENS,58752,82.2162613,80-89.99,CAP Round I,2025
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111426310,Artificial Intelligence (AI) and Data Science,GOPENS,60251,81.7705077,80-89.99,CAP Round I,2025
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111437210,Electronics and Telecommunication Engg,GOPENS,72855,77.5384615,Below 80,CAP Round I,2025
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111461210,Mechanical Engineering,GOPENS,101266,66.9039004,Below 80,CAP Round I,2025
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111619110,Civil Engineering,GOPENH,132202,53.2228937,Below 80,CAP Round I,2025
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111624210,Computer Science and Engineering,GOPENH,87223,72.3760958,Below 80,CAP Round I,2025
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111624610,Information Technology,GOPENH,108039,63.8244514,Below 80,CAP Round I,2025
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111650710,Chemical Engineering,GOPENH,137690,50.3223138,Below 80,CAP Round I,2025
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111661210,Mechanical Engineering,GOPENH,123712,57.0133407,Below 80,CAP Round I,2025
1117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",111719110,Civil Engineering,GOPENH,128389,54.5872518,Below 80,CAP Round I,2025
1117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",111724210,Computer Science and Engineering,GOPENH,98643,68.1164395,Below 80,CAP Round I,2025
1117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",111735610,Electrical Engg[Electronics and Power],GOPENH,144912,46.3957696,Below 80,CAP Round I,2025
1117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",111761210,Mechanical Engineering,GOPENH,149901,43.4652257,Below 80,CAP Round I,2025
1117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",111799510,Artificial Intelligence and Data Science,GOPENH,105946,65.3084343,Below 80,CAP Round I,2025
1119,ANURADHA COLLEGE OF ENGINEERING & TECHNOLOGY,111924210,Computer Science and Engineering,GOPENH,93376,70.2033567,Below 80,CAP Round I,2025
1119,ANURADHA COLLEGE OF ENGINEERING & TECHNOLOGY,111924610,Information Technology,GOPENH,96094,69.0979021,Below 80,CAP Round I,2025
1119,ANURADHA COLLEGE OF ENGINEERING & TECHNOLOGY,111937210,Electronics and Telecommunication Engg,GOPENH,134752,51.57164,Below 80,CAP Round I,2025
1119,ANURADHA COLLEGE OF ENGINEERING & TECHNOLOGY,111950710,Chemical Engineering,GOPENH,159927,36.5248856,Below 80,CAP Round I,2025
1119,ANURADHA COLLEGE OF ENGINEERING & TECHNOLOGY,111961210,Mechanical Engineering,GOPENH,143772,47.0502678,Below 80,CAP Round I,2025
1120,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",112019110,Civil Engineering,GOPENS,140165,49.1540892,Below 80,CAP Round I,2025
1120,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",112024210,Computer Science and Engineering,GOPENS,87400,72.1363369,Below 80,CAP Round I,2025
1120,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",112029310,Electrical Engineering,GOPENS,129569,54.1537389,Below 80,CAP Round I,2025
1120,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",112037210,Electronics and Telecommunication Engg,GOPENS,90252,71.4755245,Below 80,CAP Round I,2025
1120,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",112050710,Chemical Engineering,GOPENS,132611,52.8806012,Below 80,CAP Round I,2025
1120,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",112061210,Mechanical Engineering,GOPENS,147660,44.2599775,Below 80,CAP Round I,2025
1120,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",112089310,Textile Engineering / Technology,GOPENS,150765,43.031473,Below 80,CAP Round I,2025
1121,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",112124210,Computer Science and Engineering,GOPENH,75500,76.7694659,Below 80,CAP Round I,2025
1121,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",112124610,Information Technology,GOPENH,79219,75.2405919,Below 80,CAP Round I,2025
1121,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",112137210,Electronics and Telecommunication Engg,GOPENH,91264,71.0971787,Below 80,CAP Round I,2025
1121,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",112161210,Mechanical Engineering,GOPENH,112712,62.0615406,Below 80,CAP Round I,2025
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112319110,Civil Engineering,GOPENH,118912,59.1762367,Below 80,CAP Round I,2025
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112324210,Computer Science and Engineering,GOPENH,80136,75.1716925,Below 80,CAP Round I,2025
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112337210,Electronics and Telecommunication Engg,GOPENH,100378,67.217709,Below 80,CAP Round I,2025
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112356810,Computer Science and Information Technology,GOPENH,111917,62.1412608,Below 80,CAP Round I,2025
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112361210,Mechanical Engineering,GOPENH,121935,57.8195751,Below 80,CAP Round I,2025
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112399510,Artificial Intelligence and Data Science,GOPENH,93275,70.2033567,Below 80,CAP Round I,2025
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112519110,Civil Engineering,GOPENH,156869,39.3601986,Below 80,CAP Round I,2025
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112524210,Computer Science and Engineering,GOPENH,122218,57.6249683,Below 80,CAP Round I,2025
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112526310,Artificial Intelligence (AI) and Data Science,GOPENH,150604,43.1964993,Below 80,CAP Round I,2025
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112529310,Electrical Engineering,GOPENH,142150,47.7841578,Below 80,CAP Round I,2025
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112561210,Mechanical Engineering,GOPENH,182010,21.6174291,Below 80,CAP Round I,2025
1126,"Takshashila Institute of Engineering & Technology, Darapur, Amravati",112619110,Civil Engineering,GOPENH,141419,47.8015007,Below 80,CAP Round I,2025
1126,"Takshashila Institute of Engineering & Technology, Darapur, Amravati",112624210,Computer Science and Engineering,GOPENH,118647,59.2797111,Below 80,CAP Round I,2025
1126,"Takshashila Institute of Engineering & Technology, Darapur, Amravati",112629310,Electrical Engineering,GOPENH,143730,47.0502678,Below 80,CAP Round I,2025
1126,"Takshashila Institute of Engineering & Technology, Darapur, Amravati",112661210,Mechanical Engineering,GOPENH,164386,34.896751,Below 80,CAP Round I,2025
1126,"Takshashila Institute of Engineering & Technology, Darapur, Amravati",112684410,Electronics and Computer Engineering,GOPENH,155705,39.7546871,Below 80,CAP Round I,2025
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112719110,Civil Engineering,GOPENS,147868,44.2599775,Below 80,CAP Round I,2025
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112724210,Computer Science and Engineering,GOPENS,100552,67.1459332,Below 80,CAP Round I,2025
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112724510,Computer Engineering,GOPENS,119547,58.8994542,Below 80,CAP Round I,2025
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112729310,Electrical Engineering,GOPENS,137641,50.3223138,Below 80,CAP Round I,2025
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112737210,Electronics and Telecommunication Engg,GOPENS,128005,54.5872518,Below 80,CAP Round I,2025
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112761210,Mechanical Engineering,GOPENS,149794,43.4652257,Below 80,CAP Round I,2025
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112799510,Artificial Intelligence and Data Science,GOPENS,103547,65.8992965,Below 80,CAP Round I,2025
1128,"Prof Ram Meghe College of Engineering and Management, Badnera",112819110,Civil Engineering,GOPENH,113165,61.796967,Below 80,CAP Round I,2025
1128,"Prof Ram Meghe College of Engineering and Management, Badnera",112824210,Computer Science and Engineering,GOPENH,58410,82.3736697,80-89.99,CAP Round I,2025
1128,"Prof Ram Meghe College of Engineering and Management, Badnera",112824610,Information Technology,GOPENH,67955,79.3730892,Below 80,CAP Round I,2025
1128,"Prof Ram Meghe College of Engineering and Management, Badnera",112829310,Electrical Engineering,GOPENH,88815,71.6607627,Below 80,CAP Round I,2025
1128,"Prof Ram Meghe College of Engineering and Management, Badnera",112837210,Electronics and Telecommunication Engg,GOPENH,75911,76.7635852,Below 80,CAP Round I,2025
1128,"Prof Ram Meghe College of Engineering and Management, Badnera",112891210,Computer Science and Engineering(Data Science),GOPENH,73086,77.2287062,Below 80,CAP Round I,2025
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113019110,Civil Engineering,GOPENH,141658,47.8015007,Below 80,CAP Round I,2025
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113024210,Computer Science and Engineering,GOPENH,131072,53.6060165,Below 80,CAP Round I,2025
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113035610,Electrical Engg[Electronics and Power],GOPENH,126341,55.6405756,Below 80,CAP Round I,2025
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113037210,Electronics and Telecommunication Engg,GOPENH,147187,45.2322221,Below 80,CAP Round I,2025
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113061210,Mechanical Engineering,GOPENH,177455,25.0722391,Below 80,CAP Round I,2025
1180,"Sanmati Engineering College, Sawargaon Barde, Washim",118019110,Civil Engineering,GOPENH,196173,8.9230769,Below 80,CAP Round I,2025
1180,"Sanmati Engineering College, Sawargaon Barde, Washim",118024210,Computer Science and Engineering,GOPENH,137883,50.3223138,Below 80,CAP Round I,2025
1180,"Sanmati Engineering College, Sawargaon Barde, Washim",118026310,Artificial Intelligence (AI) and Data Science,GOPENH,164899,33.465035,Below 80,CAP Round I,2025
1180,"Sanmati Engineering College, Sawargaon Barde, Washim",118029310,Electrical Engineering,GOPENH,201966,2.4831562,Below 80,CAP Round I,2025
1180,"Sanmati Engineering College, Sawargaon Barde, Washim",118061210,Mechanical Engineering,GOPENH,198621,6.3499894,Below 80,CAP Round I,2025
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118219110,Civil Engineering,GOPENH,168360,32.0884521,Below 80,CAP Round I,2025
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118224210,Computer Science and Engineering,GOPENH,132236,53.2228937,Below 80,CAP Round I,2025
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118229310,Electrical Engineering,GOPENH,148007,43.9154166,Below 80,CAP Round I,2025
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118261210,Mechanical Engineering,GOPENH,153589,41.4020979,Below 80,CAP Round I,2025
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",126519110,Civil Engineering,GOPENH,107404,64.3453843,Below 80,CAP Round I,2025
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",126524210,Computer Science and Engineering,GOPENH,56616,82.8811189,80-89.99,CAP Round I,2025
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",126524610,Information Technology,GOPENH,67048,79.6925092,Below 80,CAP Round I,2025
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",126535610,Electrical Engg[Electronics and Power],GOPENH,85207,73.2612864,Below 80,CAP Round I,2025
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",126537210,Electronics and Telecommunication Engg,GOPENH,74466,76.9322569,Below 80,CAP Round I,2025
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",126561210,Mechanical Engineering,GOPENH,109146,63.5767823,Below 80,CAP Round I,2025
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126819110,Civil Engineering,GOPENH,171613,29.0442453,Below 80,CAP Round I,2025
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126824210,Computer Science and Engineering,GOPENH,114584,61.1295449,Below 80,CAP Round I,2025
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126835610,Electrical Engg[Electronics and Power],GOPENH,156247,39.5742169,Below 80,CAP Round I,2025
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126837210,Electronics and Telecommunication Engg,GOPENH,144971,46.3957696,Below 80,CAP Round I,2025
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126861210,Mechanical Engineering,GOPENH,154814,40.0432529,Below 80,CAP Round I,2025
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126899510,Artificial Intelligence and Data Science,GOPENH,127589,55.1895416,Below 80,CAP Round I,2025
1276,"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302",127619110,Civil Engineering,GOPENH,191803,13.2656066,Below 80,CAP Round I,2025
1276,"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302",127624510,Computer Engineering,GOPENH,153200,41.4458186,Below 80,CAP Round I,2025
1276,"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302",127629310,Electrical Engineering,GOPENH,167336,32.1650475,Below 80,CAP Round I,2025
1276,"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302",127661210,Mechanical Engineering,GOPENH,173317,28.3463753,Below 80,CAP Round I,2025
2008,"Government College of Engineering, Chhatrapati Sambhajinagar",200819110,Civil Engineering,GOPENS,31792,90.6674583,90-94.99,CAP Round I,2025
2008,"Government College of Engineering, Chhatrapati Sambhajinagar",200824610,Information Technology,GOPENS,12810,96.3339223,95-98.99,CAP Round I,2025
