Institute Code,Institute Name,Course Code,Branch / Course,Seat Type,Merit No.,MHT-CET Percentile,Percentile Band,Round,Year
2136,"Aditya Engineering College , Beed",213637210,Electronics and Telecommunication Engg,GOPENH,203403,0.4985184,Below 80,CAP Round I,2025
2136,"Aditya Engineering College , Beed",213661210,Mechanical Engineering,GOPENH,203634,0.1621193,Below 80,CAP Round I,2025
2136,"Aditya Engineering College , Beed",213691210,Computer Science and Engineering(Data Science),GOPENH,192942,11.8670556,Below 80,CAP Round I,2025
2136,"Aditya Engineering College , Beed",213692110,Artificial Intelligence and Machine Learning,GOPENH,166229,32.5553935,Below 80,CAP Round I,2025
2137,"Nagnathappa Halge Engineering College, Parli, Beed",213719110,Civil Engineering,GOPENH,199920,4.817857,Below 80,CAP Round I,2025
2137,"Nagnathappa Halge Engineering College, Parli, Beed",213724210,Computer Science and Engineering,GOPENH,170953,29.4125763,Below 80,CAP Round I,2025
2137,"Nagnathappa Halge Engineering College, Parli, Beed",213729710,Electrical and Electronics Engineering,GOPENH,195367,9.6906054,Below 80,CAP Round I,2025
2137,"Nagnathappa Halge Engineering College, Parli, Beed",213761210,Mechanical Engineering,GOPENH,180149,22.8214173,Below 80,CAP Round I,2025
2138,"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",213819110,Civil Engineering,GOPENH,151519,42.7403863,Below 80,CAP Round I,2025
2138,"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",213824210,Computer Science and Engineering,GOPENH,86367,72.7429418,Below 80,CAP Round I,2025
2138,"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",213829310,Electrical Engineering,GOPENH,129482,54.1537389,Below 80,CAP Round I,2025
2138,"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",213861210,Mechanical Engineering,GOPENH,166749,32.4837011,Below 80,CAP Round I,2025
2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",214619110,Civil Engineering,GOPENH,135684,50.9683037,Below 80,CAP Round I,2025
2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",214624210,Computer Science and Engineering,GOPENH,152631,41.7471281,Below 80,CAP Round I,2025
2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",214629710,Electrical and Electronics Engineering,GOPENH,185052,19.0847282,Below 80,CAP Round I,2025
2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",214637210,Electronics and Telecommunication Engg,GOPENH,179002,23.4701479,Below 80,CAP Round I,2025
2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",214661210,Mechanical Engineering,GOPENH,198000,7.1251441,Below 80,CAP Round I,2025
2189,"Vishweshwarayya Institute Of Engineering And Technology, Almala, Tq. Ausa, Dist. Latur",218919110,Civil Engineering,GOPENH,195636,9.4338928,Below 80,CAP Round I,2025
2189,"Vishweshwarayya Institute Of Engineering And Technology, Almala, Tq. Ausa, Dist. Latur",218937210,Electronics and Telecommunication Engg,GOPENH,184899,19.1697794,Below 80,CAP Round I,2025
2189,"Vishweshwarayya Institute Of Engineering And Technology, Almala, Tq. Ausa, Dist. Latur",218992510,Computer Science and Engineering (Artificial Intelligence and Data Science),GOPENH,121529,57.8195751,Below 80,CAP Round I,2025
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",225019110,Civil Engineering,GOPENH,146595,45.3566434,Below 80,CAP Round I,2025
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",225024210,Computer Science and Engineering,GOPENH,96895,68.8687467,Below 80,CAP Round I,2025
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",225029310,Electrical Engineering,GOPENH,178864,23.4701479,Below 80,CAP Round I,2025
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",225037210,Electronics and Telecommunication Engg,GOPENH,112072,62.1412608,Below 80,CAP Round I,2025
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",225061210,Mechanical Engineering,GOPENH,184486,19.2944893,Below 80,CAP Round I,2025
2250,"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",225099510,Artificial Intelligence and Data Science,GOPENH,122036,57.6249683,Below 80,CAP Round I,2025
2252,"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",225219110,Civil Engineering,GOPENH,145192,46.3957696,Below 80,CAP Round I,2025
2252,"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",225224210,Computer Science and Engineering,GOPENH,95948,69.0979021,Below 80,CAP Round I,2025
2252,"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",225229710,Electrical and Electronics Engineering,GOPENH,126849,55.4922986,Below 80,CAP Round I,2025
2252,"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",225261210,Mechanical Engineering,GOPENH,169540,31.5596589,Below 80,CAP Round I,2025
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",225419110,Civil Engineering,GOPENH,172234,28.9513426,Below 80,CAP Round I,2025
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",225424510,Computer Engineering,GOPENH,112535,62.1365556,Below 80,CAP Round I,2025
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",225424610,Information Technology,GOPENH,134274,51.7009371,Below 80,CAP Round I,2025
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",225429310,Electrical Engineering,GOPENH,202405,1.9170661,Below 80,CAP Round I,2025
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",225437210,Electronics and Telecommunication Engg,GOPENH,164223,34.896751,Below 80,CAP Round I,2025
2254,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",225461210,Mechanical Engineering,GOPENH,192529,12.3781915,Below 80,CAP Round I,2025
2282,"Mitthulalji Sarada Institute Of Technology, Nalwandi Road, Beed",228219110,Civil Engineering,GOPENH,200942,3.5736677,Below 80,CAP Round I,2025
2282,"Mitthulalji Sarada Institute Of Technology, Nalwandi Road, Beed",228224510,Computer Engineering,GOPENH,202826,1.3398115,Below 80,CAP Round I,2025
2282,"Mitthulalji Sarada Institute Of Technology, Nalwandi Road, Beed",228224610,Information Technology,GOPENH,138518,49.6043895,Below 80,CAP Round I,2025
2282,"Mitthulalji Sarada Institute Of Technology, Nalwandi Road, Beed",228229310,Electrical Engineering,GOPENH,196157,8.9230769,Below 80,CAP Round I,2025
2282,"Mitthulalji Sarada Institute Of Technology, Nalwandi Road, Beed",228261210,Mechanical Engineering,GOPENH,190581,14.0584844,Below 80,CAP Round I,2025
2282,"Mitthulalji Sarada Institute Of Technology, Nalwandi Road, Beed",228290010,Electronics and Computer Science,GOPENH,161060,36.1161649,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250824210,Computer Science and Engineering,GOPENH,110947,62.918458,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250850310,Food Technology,GOPENH,87648,74.4794254,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250890610,Civil Engineering (Structural Engineering),GOPENS,169663,31.5596589,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250890710,Food Engineering,GOPENS,175276,25.9873754,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250890810,Mechanical and Automation Engineering,GOPENS,202805,1.3900866,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250890910,Electronics & Telecommunication Engineering,GOPENS,129133,54.4314351,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENH,123694,57.0133407,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250891410,Safety and Fire Engineering,GOPENH,186943,17.6786167,Below 80,CAP Round I,2025
2508,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,250893710,Electrical Engineering,GOPENS,174330,28.1994074,Below 80,CAP Round I,2025
2516,International Centre Of Excellence In Engineering and Management (ICEEM),251624210,Computer Science and Engineering,GOPENH,126968,55.4922986,Below 80,CAP Round I,2025
2516,International Centre Of Excellence In Engineering and Management (ICEEM),251629710,Electrical and Electronics Engineering,GOPENH,170802,29.4125763,Below 80,CAP Round I,2025
2516,International Centre Of Excellence In Engineering and Management (ICEEM),251661210,Mechanical Engineering,GOPENH,179103,23.4132019,Below 80,CAP Round I,2025
2516,International Centre Of Excellence In Engineering and Management (ICEEM),251692110,Artificial Intelligence and Machine Learning,GOPENH,149454,43.5338318,Below 80,CAP Round I,2025
2522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",252219110,Civil Engineering,GOPENH,138895,49.4020979,Below 80,CAP Round I,2025
2522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",252224510,Computer Engineering,GOPENH,151534,42.7403863,Below 80,CAP Round I,2025
2522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",252224610,Information Technology,GOPENH,188886,15.820115,Below 80,CAP Round I,2025
2522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",252237210,Electronics and Telecommunication Engg,GOPENH,184689,19.2051273,Below 80,CAP Round I,2025
2522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",252261210,Mechanical Engineering,GOPENH,201601,3.0019522,Below 80,CAP Round I,2025
2522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",252299510,Artificial Intelligence and Data Science,GOPENH,178850,23.4701479,Below 80,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253319110,Civil Engineering,GOPENH,103904,65.8992965,Below 80,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253324210,Computer Science and Engineering,GOPENH,61700,81.2846613,80-89.99,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253329310,Electrical Engineering,GOPENH,87116,72.3760958,Below 80,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253337810,Electronics Engineering ( VLSI Design and Technology),GOPENH,117982,59.9607019,Below 80,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253361210,Mechanical Engineering,GOPENH,118193,59.3210117,Below 80,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253384410,Electronics and Computer Engineering,GOPENH,94599,69.4936445,Below 80,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253392810,Electronics and Communication(Advanced Communication Technology),GOPENH,106715,64.713186,Below 80,CAP Round I,2025
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",253399510,Artificial Intelligence and Data Science,GOPENH,67352,79.6033896,Below 80,CAP Round I,2025
2634,"Eaglewood Polytechnic Institute, A.P Phulepimpalgaon",263419110,Civil Engineering,GOPENH,153352,41.4020979,Below 80,CAP Round I,2025
2634,"Eaglewood Polytechnic Institute, A.P Phulepimpalgaon",263424510,Computer Engineering,GOPENH,200562,4.1433524,Below 80,CAP Round I,2025
2634,"Eaglewood Polytechnic Institute, A.P Phulepimpalgaon",263429310,Electrical Engineering,GOPENH,175032,26.6274079,Below 80,CAP Round I,2025
2634,"Eaglewood Polytechnic Institute, A.P Phulepimpalgaon",263492110,Artificial Intelligence and Machine Learning,GOPENH,176987,25.2088452,Below 80,CAP Round I,2025
2637,"Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded",263719110,Civil Engineering,GOPENH,150633,43.031473,Below 80,CAP Round I,2025
2637,"Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded",263724510,Computer Engineering,GOPENH,189340,15.4365886,Below 80,CAP Round I,2025
2637,"Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded",263724610,Information Technology,GOPENH,198828,6.0307212,Below 80,CAP Round I,2025
2637,"Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded",263737210,Electronics and Telecommunication Engg,GOPENH,170580,29.5314685,Below 80,CAP Round I,2025
2637,"Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded",263799710,Artificial Intelligence,GOPENH,192059,12.9554081,Below 80,CAP Round I,2025
2641,Dr. V.K. Patil College of Engineering & Technology,264119110,Civil Engineering,GOPENH,161990,35.9909439,Below 80,CAP Round I,2025
2641,Dr. V.K. Patil College of Engineering & Technology,264124210,Computer Science and Engineering,GOPENH,161338,36.1161649,Below 80,CAP Round I,2025
2641,Dr. V.K. Patil College of Engineering & Technology,264129310,Electrical Engineering,GOPENH,191306,13.4300699,Below 80,CAP Round I,2025
2641,Dr. V.K. Patil College of Engineering & Technology,264161210,Mechanical Engineering,GOPENH,191686,13.2717448,Below 80,CAP Round I,2025
2641,Dr. V.K. Patil College of Engineering & Technology,264199710,Artificial Intelligence,GOPENH,122158,57.6249683,Below 80,CAP Round I,2025
2666,Mangaldeep College of Engineering,266624210,Computer Science and Engineering,GOPENH,171622,29.0442453,Below 80,CAP Round I,2025
2666,Mangaldeep College of Engineering,266624610,Information Technology,GOPENH,143249,47.13962,Below 80,CAP Round I,2025
2666,Mangaldeep College of Engineering,266656610,Computer Science,GOPENH,138564,49.6043895,Below 80,CAP Round I,2025
2666,Mangaldeep College of Engineering,266692110,Artificial Intelligence and Machine Learning,GOPENH,149370,43.5338318,Below 80,CAP Round I,2025
2758,Sant Eknath College of Engineering,275824210,Computer Science and Engineering,GOPENH,202480,1.8553336,Below 80,CAP Round I,2025
2758,Sant Eknath College of Engineering,275829310,Electrical Engineering,GOPENH,196242,8.8248475,Below 80,CAP Round I,2025
2758,Sant Eknath College of Engineering,275861210,Mechanical Engineering,GOPENH,200498,4.153013,Below 80,CAP Round I,2025
2758,Sant Eknath College of Engineering,275899710,Artificial Intelligence,GOPENH,185824,18.5475444,Below 80,CAP Round I,2025
2770,"Shetkari Shikshan Prasarak Mandal's Mahesh Institute of Engineering and Technology , Ashti",277019110,Civil Engineering,GOPENH,185265,18.9335664,Below 80,CAP Round I,2025
2770,"Shetkari Shikshan Prasarak Mandal's Mahesh Institute of Engineering and Technology , Ashti",277024510,Computer Engineering,GOPENH,194448,10.7725189,Below 80,CAP Round I,2025
2770,"Shetkari Shikshan Prasarak Mandal's Mahesh Institute of Engineering and Technology , Ashti",277061210,Mechanical Engineering,GOPENH,145283,45.9816283,Below 80,CAP Round I,2025
2770,"Shetkari Shikshan Prasarak Mandal's Mahesh Institute of Engineering and Technology , Ashti",277099510,Artificial Intelligence and Data Science,GOPENH,203575,0.2550932,Below 80,CAP Round I,2025
2771,Amolak College of Engineering Kada,277124210,Computer Science and Engineering,GOPENH,199265,5.7122954,Below 80,CAP Round I,2025
2771,Amolak College of Engineering Kada,277199510,Artificial Intelligence and Data Science,GOPENH,197936,7.1465923,Below 80,CAP Round I,2025
2772,JSPM College of Engineering,277219110,Civil Engineering,GOPENH,193963,11.0553814,Below 80,CAP Round I,2025
2772,JSPM College of Engineering,277224510,Computer Engineering,GOPENH,92987,70.2628092,Below 80,CAP Round I,2025
2772,JSPM College of Engineering,277237210,Electronics and Telecommunication Engg,GOPENH,123629,57.4017459,Below 80,CAP Round I,2025
2772,JSPM College of Engineering,277292110,Artificial Intelligence and Machine Learning,GOPENH,103399,66.1695365,Below 80,CAP Round I,2025
2777,CDS College of Engineering,277724210,Computer Science and Engineering,GOPENH,146460,45.3566434,Below 80,CAP Round I,2025
2777,CDS College of Engineering,277724610,Information Technology,GOPENH,187632,16.5233632,Below 80,CAP Round I,2025
2777,CDS College of Engineering,277737210,Electronics and Telecommunication Engg,GOPENH,180934,22.1740686,Below 80,CAP Round I,2025
2777,CDS College of Engineering,277761210,Mechanical Engineering,GOPENH,200722,3.9396716,Below 80,CAP Round I,2025
2777,CDS College of Engineering,277799710,Artificial Intelligence,GOPENH,164304,34.896751,Below 80,CAP Round I,2025
2779,NKSPT INSTITUTE OF ENGINEERING AND TECHNOLOGY PATHIKAR CAMPUS,277924210,Computer Science and Engineering,GOPENH,202040,2.4063712,Below 80,CAP Round I,2025
2779,NKSPT INSTITUTE OF ENGINEERING AND TECHNOLOGY PATHIKAR CAMPUS,277924610,Information Technology,GOPENH,199423,5.4917171,Below 80,CAP Round I,2025
2779,NKSPT INSTITUTE OF ENGINEERING AND TECHNOLOGY PATHIKAR CAMPUS,277937210,Electronics and Telecommunication Engg,GOPENH,200354,4.4095995,Below 80,CAP Round I,2025
2779,NKSPT INSTITUTE OF ENGINEERING AND TECHNOLOGY PATHIKAR CAMPUS,277999510,Artificial Intelligence and Data Science,GOPENH,201306,3.2502633,Below 80,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301219110,Civil Engineering,GOPENS,5245,98.4709161,95-98.99,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301224610,Information Technology,GOPENS,242,99.8985029,99+,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301229310,Electrical Engineering,GOPENS,1437,99.5244755,99+,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301237210,Electronics and Telecommunication Engg,GOPENS,742,99.7268438,99+,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301237610,Electronics Engineering,GOPENS,932,99.6681918,99+,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301261210,Mechanical Engineering,GOPENS,1864,99.3963644,99+,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301262610,Production Engineering[Sandwich],GOPENS,4669,98.6334143,95-98.99,CAP Round I,2025
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",301289610,Textile Technology,GOPENS,9368,97.3318625,95-98.99,CAP Round I,2025
3014,"Sardar Patel College of Engineering, Andheri",301419110,Civil Engineering,GOPENS,7111,97.9613808,95-98.99,CAP Round I,2025
3014,"Sardar Patel College of Engineering, Andheri",301429310,Electrical Engineering,GOPENS,3121,99.0517692,99+,CAP Round I,2025
3014,"Sardar Patel College of Engineering, Andheri",301461210,Mechanical Engineering,GOPENS,3122,99.0517692,99+,CAP Round I,2025
3025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524270U,Computer Science and Engineering,GOPENH,23664,93.1055879,90-94.99,CAP Round I,2025
3025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524570U,Computer Engineering,GOPENH,22835,93.3751306,90-94.99,CAP Round I,2025
3025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524670U,Information Technology,GOPENH,28250,91.7377622,90-94.99,CAP Round I,2025
3025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302591170U,Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENH,24575,92.8376317,90-94.99,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303319110,Civil Engineering,GOPENS,115040,60.9090909,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303319113K,Civil Engineering,GOPENS,140818,48.5587427,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303324510,Computer Engineering,GOPENS,41657,87.6831328,80-89.99,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303324513K,Computer Engineering,GOPENS,61663,81.2846613,80-89.99,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303324610,Information Technology,GOPENS,56642,82.8811189,80-89.99,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303324613K,Information Technology,GOPENS,72613,77.5384615,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303329310,Electrical Engineering,GOPENS,102305,66.3866132,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303329313K,Electrical Engineering,GOPENS,120621,58.4401523,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303337210,Electronics and Telecommunication Engg,GOPENS,78736,75.4048881,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303337213K,Electronics and Telecommunication Engg,GOPENS,96766,68.8687467,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303337290L,Electronics and Telecommunication Engg,GOPENS,114787,60.9090909,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303337810,Electronics Engineering ( VLSI Design and Technology),GOPENS,125664,56.2929777,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303337813K,Electronics Engineering ( VLSI Design and Technology),GOPENS,158318,38.7925588,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303350710,Chemical Engineering,GOPENS,93136,70.2628092,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303350713K,Chemical Engineering,GOPENS,82845,73.7482517,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303352710,Petro Chemical Engineering,GOPENS,166573,32.5451434,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303352713K,Petro Chemical Engineering,GOPENS,202062,2.4063712,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303361210,Mechanical Engineering,GOPENS,101959,66.4263323,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303361213K,Mechanical Engineering,GOPENS,137722,50.3223138,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",303390510,Computer Science and Engineering,GOPENS,68671,78.8357161,Below 80,CAP Round I,2025
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303390513K,Computer Science and Engineering,GOPENS,81104,74.9785452,Below 80,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303650710,Chemical Engineering,GOPENS,1645,99.4662839,99+,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303651110,Dyestuff Technology,GOPENS,5623,98.3671329,95-98.99,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303651210,"Oil,Oleochemicals and Surfactants Technology",GOPENS,4812,98.5804196,95-98.99,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303651310,Pharmaceuticals Chemistry and Technology,GOPENS,778,99.730746,99+,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303651410,Fibres and Textile Processing Technology,GOPENS,10691,96.9438791,95-98.99,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303651910,Polymer Engineering and Technology,GOPENS,3262,99.0185463,99+,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303653410,Food Engineering and Technology,GOPENS,1513,99.5293708,99+,CAP Round I,2025
3036,"Institute of Chemical Technology, Matunga, Mumbai",303672910,Surface Coating Technology,GOPENS,5943,98.2737044,95-98.99,CAP Round I,2025
3042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",304229310,Electrical Engineering,GOPENH,145578,45.9245973,Below 80,CAP Round I,2025
3042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",304250410,Food Technology And Management,GOPENH,82578,75.8217373,Below 80,CAP Round I,2025
3042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",304262410,Mechatronics Engineering,GOPENH,153550,41.4020979,Below 80,CAP Round I,2025
3042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",304291810,Civil and infrastructure Engineering,GOPENH,154090,40.6822054,Below 80,CAP Round I,2025
3042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",304299510,Artificial Intelligence and Data Science,GOPENH,78410,75.4880541,Below 80,CAP Round I,2025
3135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",313524610,Information Technology,GOPENH,19556,94.3275746,90-94.99,CAP Round I,2025
3135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",313537210,Electronics and Telecommunication Engg,GOPENH,32255,90.5159705,90-94.99,CAP Round I,2025
3135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",313561210,Mechanical Engineering,GOPENH,31958,90.6332693,90-94.99,CAP Round I,2025
3135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",313599510,Artificial Intelligence and Data Science,GOPENH,17417,94.958042,90-94.99,CAP Round I,2025
3139,"Vidyalankar Institute of Technology,Wadala, Mumbai",313924610,Information Technology,GOPENS,10667,96.9438791,95-98.99,CAP Round I,2025
3139,"Vidyalankar Institute of Technology,Wadala, Mumbai",313937210,Electronics and Telecommunication Engg,GOPENS,15074,95.6472486,95-98.99,CAP Round I,2025
3139,"Vidyalankar Institute of Technology,Wadala, Mumbai",313946110,Bio Medical Engineering,GOPENS,28926,91.503982,90-94.99,CAP Round I,2025
3139,"Vidyalankar Institute of Technology,Wadala, Mumbai",313990010,Electronics and Computer Science,GOPENS,14724,95.7809758,95-98.99,CAP Round I,2025
3143,"Thakur Shyamnarayan Engineering College, Mumbai",314324610,Information Technology,GOPENH,21746,93.6851271,90-94.99,CAP Round I,2025
3143,"Thakur Shyamnarayan Engineering College, Mumbai",314361210,Mechanical Engineering,GOPENH,43715,87.0316109,80-89.99,CAP Round I,2025
3143,"Thakur Shyamnarayan Engineering College, Mumbai",314384410,Electronics and Computer Engineering,GOPENH,27859,91.8508049,90-94.99,CAP Round I,2025
3143,"Thakur Shyamnarayan Engineering College, Mumbai",314391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENH,24605,92.8376317,90-94.99,CAP Round I,2025
3146,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",314600210,Aeronautical Engineering,GOPENH,72392,77.9513058,Below 80,CAP Round I,2025
3146,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",314624510,Computer Engineering,GOPENH,42692,87.3196408,80-89.99,CAP Round I,2025
3146,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",314624610,Information Technology,GOPENH,48263,85.6182564,80-89.99,CAP Round I,2025
3146,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",314629310,Electrical Engineering,GOPENH,88244,71.8498844,Below 80,CAP Round I,2025
3146,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",314637210,Electronics and Telecommunication Engg,GOPENH,63378,80.8599071,80-89.99,CAP Round I,2025
3146,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",314661210,Mechanical Engineering,GOPENH,82896,73.7482517,Below 80,CAP Round I,2025
